text,labels,primary_label,lang,tag,role,model_input,template_id,source,y_confirmshaming,y_false_urgency,y_forced_action,y_obstruction,y_scarcity,y_sneaking,y_social_proof,y_benign
Kinbech ग्राहक सेवा: हमारी हेल्पलाइन,benign,benign,hi,h2,heading,[TAG=h2] [ROLE=heading] Kinbech ग्राहक सेवा: हमारी हेल्पलाइन,benign:hi:75,synthetic_v1,0,0,0,0,0,0,0,1
SastoDeal पर स्टडी लैंप खोजें,benign,benign,hi,li,nav,[TAG=li] [ROLE=nav] SastoDeal पर स्टडी लैंप खोजें,benign:hi:66,synthetic_v1,0,0,0,0,0,0,0,1
हमसे संपर्क करें,benign,benign,hi,li,nav,[TAG=li] [ROLE=nav] हमसे संपर्क करें,benign:hi:21,synthetic_v1,0,0,0,0,0,0,0,1
Myntra मा नोइज क्यान्सलिङ हेडफोन मा 60% छुट,benign,benign,ne,p,body,[TAG=p] [ROLE=body] Myntra मा नोइज क्यान्सलिङ हेडफोन मा 60% छुट,benign:ne:70,synthetic_v1,0,0,0,0,0,0,0,1
"noise cancelling headphones — Rs. 2,499",benign,benign,en,span,label,"[TAG=span] [ROLE=label] noise cancelling headphones — Rs. 2,499",benign:en:46,synthetic_v1,0,0,0,0,0,0,0,1
Croma ग्राहक सेवा: हाम्रो WhatsApp नम्बर,benign,benign,ne,button,cta,[TAG=button] [ROLE=cta] Croma ग्राहक सेवा: हाम्रो WhatsApp नम्बर,benign:ne:75,synthetic_v1,0,0,0,0,0,0,0,1
Lenskart फिर्ता नीति: 8 दिन,benign,benign,ne,h2,heading,[TAG=h2] [ROLE=heading] Lenskart फिर्ता नीति: 8 दिन,benign:ne:65,synthetic_v1,0,0,0,0,0,0,0,1
40% off school bag at Lenskart,benign,benign,en,li,nav,[TAG=li] [ROLE=nav] 40% off school bag at Lenskart,benign:en:71,synthetic_v1,0,0,0,0,0,0,0,1
"बिक्रेता: अर्जुन स्टोर, पोखरा",benign,benign,ne,a,nav,"[TAG=a] [ROLE=nav] बिक्रेता: अर्जुन स्टोर, पोखरा",benign:ne:64,synthetic_v1,0,0,0,0,0,0,0,1
राइस कुकर — रु. 299,benign,benign,ne,label,form,[TAG=label] [ROLE=form] राइस कुकर — रु. 299,benign:ne:46,synthetic_v1,0,0,0,0,0,0,0,1
"Seller: Jyoti Traders, Butwal",benign,benign,en,h2,heading,"[TAG=h2] [ROLE=heading] Seller: Jyoti Traders, Butwal",benign:en:49,synthetic_v1,0,0,0,0,0,0,0,1
"Free shipping on orders above Rs. 1,499",benign,benign,en,label,form,"[TAG=label] [ROLE=form] Free shipping on orders above Rs. 1,499",benign:en:01,synthetic_v1,0,0,0,0,0,0,0,1
अहमदाबाद में डिलीवरी,benign,benign,hi,span,label,[TAG=span] [ROLE=label] अहमदाबाद में डिलीवरी,benign:hi:37,synthetic_v1,0,0,0,0,0,0,0,1
Shipping to Pune: Rs. 249,benign,benign,en,li,nav,[TAG=li] [ROLE=nav] Shipping to Pune: Rs. 249,benign:en:72,synthetic_v1,0,0,0,0,0,0,0,1
HamroBazar return policy: 7 days,benign,benign,en,label,form,[TAG=label] [ROLE=form] HamroBazar return policy: 7 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
"बिक्रेता: मीरा ट्रेडर्स, गोरखा",benign,benign,ne,span,label,"[TAG=span] [ROLE=label] बिक्रेता: मीरा ट्रेडर्स, गोरखा",benign:ne:48,synthetic_v1,0,0,0,0,0,0,0,1
"4,265 people rated gaming mouse",benign,benign,en,span,label,"[TAG=span] [ROLE=label] 4,265 people rated gaming mouse",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
Price: Rs. 799,benign,benign,en,li,nav,[TAG=li] [ROLE=nav] Price: Rs. 799,benign:en:45,synthetic_v1,0,0,0,0,0,0,0,1
रु. 99 माथिको अर्डरमा निःशुल्क ढुवानी,benign,benign,ne,span,label,[TAG=span] [ROLE=label] रु. 99 माथिको अर्डरमा निःशुल्क ढुवानी,benign:ne:01,synthetic_v1,0,0,0,0,0,0,0,1
सर्दी का कंबल पर रु. 499 से EMI,benign,benign,hi,label,form,[TAG=label] [ROLE=form] सर्दी का कंबल पर रु. 499 से EMI,benign:hi:74,synthetic_v1,0,0,0,0,0,0,0,1
"1,765 people rated coffee maker",benign,benign,en,a,nav,"[TAG=a] [ROLE=nav] 1,765 people rated coffee maker",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
"वायरलेस इयरबड्स — 18,332 समीक्षा, इटहरी गोदाम",benign,benign,ne,label,form,"[TAG=label] [ROLE=form] वायरलेस इयरबड्स — 18,332 समीक्षा, इटहरी गोदाम",benign:ne:72,synthetic_v1,0,0,0,0,0,0,0,1
Salesberry पर हेयर ड्रायर की कीमतों की तुलना करें,benign,benign,hi,li,nav,[TAG=li] [ROLE=nav] Salesberry पर हेयर ड्रायर की कीमतों की तुलना करें,benign:hi:73,synthetic_v1,0,0,0,0,0,0,0,1
SastoDeal return policy: 2 days,benign,benign,en,span,label,[TAG=span] [ROLE=label] SastoDeal return policy: 2 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
वारंटी: 6 साल,benign,benign,hi,h2,heading,[TAG=h2] [ROLE=heading] वारंटी: 6 साल,benign:hi:36,synthetic_v1,0,0,0,0,0,0,0,1
Today's offers,benign,benign,en,p,body,[TAG=p] [ROLE=body] Today's offers,benign:en:30,synthetic_v1,0,0,0,0,0,0,0,1
"विक्रेता: मीरा स्टोर, चंडीगढ़",benign,benign,hi,p,body,"[TAG=p] [ROLE=body] विक्रेता: मीरा स्टोर, चंडीगढ़",benign:hi:64,synthetic_v1,0,0,0,0,0,0,0,1
Terms and conditions,benign,benign,en,p,body,[TAG=p] [ROLE=body] Terms and conditions,benign:en:59,synthetic_v1,0,0,0,0,0,0,0,1
"21,507 people rated denim jeans",benign,benign,en,h2,heading,"[TAG=h2] [ROLE=heading] 21,507 people rated denim jeans",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
40% off backpack at Myntra,benign,benign,en,p,body,[TAG=p] [ROLE=body] 40% off backpack at Myntra,benign:en:71,synthetic_v1,0,0,0,0,0,0,0,1
BigBasket पर पानी की बोतल की कीमतों की तुलना करें,benign,benign,hi,h2,heading,[TAG=h2] [ROLE=heading] BigBasket पर पानी की बोतल की कीमतों की तुलना करें,benign:hi:73,synthetic_v1,0,0,0,0,0,0,0,1
Muncha मा ब्लुटुथ स्पिकर — रु. 199,benign,benign,ne,button,cta,[TAG=button] [ROLE=cta] Muncha मा ब्लुटुथ स्पिकर — रु. 199,benign:ne:62,synthetic_v1,0,0,0,0,0,0,0,1
Exchange offer up to Rs. 799,benign,benign,en,h2,heading,[TAG=h2] [ROLE=heading] Exchange offer up to Rs. 799,benign:en:35,synthetic_v1,0,0,0,0,0,0,0,1
कीमत: रु. 49,benign,benign,hi,span,label,[TAG=span] [ROLE=label] कीमत: रु. 49,benign:hi:45,synthetic_v1,0,0,0,0,0,0,0,1
"इन्डक्सन चुल्हो — 766 समीक्षा, धनगढी गोदाम",benign,benign,ne,li,nav,"[TAG=li] [ROLE=nav] इन्डक्सन चुल्हो — 766 समीक्षा, धनगढी गोदाम",benign:ne:72,synthetic_v1,0,0,0,0,0,0,0,1
"In stock in Bhaktapur, ships in 5 days",benign,benign,en,span,label,"[TAG=span] [ROLE=label] In stock in Bhaktapur, ships in 5 days",benign:en:77,synthetic_v1,0,0,0,0,0,0,0,1
Compare laptop bag prices on Salesberry,benign,benign,en,li,nav,[TAG=li] [ROLE=nav] Compare laptop bag prices on Salesberry,benign:en:74,synthetic_v1,0,0,0,0,0,0,0,1
"Customer reviews (4,265)",benign,benign,en,h2,heading,"[TAG=h2] [ROLE=heading] Customer reviews (4,265)",benign:en:03,synthetic_v1,0,0,0,0,0,0,0,1
ललितपुर मा 14 दिनमा डेलिभरी,benign,benign,ne,h2,heading,[TAG=h2] [ROLE=heading] ललितपुर मा 14 दिनमा डेलिभरी,benign:ne:63,synthetic_v1,0,0,0,0,0,0,0,1
दमक मा क्यास अन डेलिभरी उपलब्ध,benign,benign,ne,h2,heading,[TAG=h2] [ROLE=heading] दमक मा क्यास अन डेलिभरी उपलब्ध,benign:ne:09,synthetic_v1,0,0,0,0,0,0,0,1
"18,332 people rated school bag",benign,benign,en,p,body,"[TAG=p] [ROLE=body] 18,332 people rated school bag",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
"2,411 people rated denim jeans",benign,benign,en,label,form,"[TAG=label] [ROLE=form] 2,411 people rated denim jeans",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
EMI from Rs. 899 on laptop bag,benign,benign,en,label,form,[TAG=label] [ROLE=form] EMI from Rs. 899 on laptop bag,benign:en:75,synthetic_v1,0,0,0,0,0,0,0,1
My orders,benign,benign,en,h2,heading,[TAG=h2] [ROLE=heading] My orders,benign:en:38,synthetic_v1,0,0,0,0,0,0,0,1
"Seller: Nisha Traders, Lucknow",benign,benign,en,li,nav,"[TAG=li] [ROLE=nav] Seller: Nisha Traders, Lucknow",benign:en:49,synthetic_v1,0,0,0,0,0,0,0,1
"14,860 people rated sunglasses",benign,benign,en,li,nav,"[TAG=li] [ROLE=nav] 14,860 people rated sunglasses",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
"कानपुर में स्टॉक में, 14 दिन में शिप",benign,benign,hi,a,nav,"[TAG=a] [ROLE=nav] कानपुर में स्टॉक में, 14 दिन में शिप",benign:hi:76,synthetic_v1,0,0,0,0,0,0,0,1
"1,187 जनाले एयर फ्रायर मूल्याङ्कन गरे",benign,benign,ne,label,form,"[TAG=label] [ROLE=form] 1,187 जनाले एयर फ्रायर मूल्याङ्कन गरे",benign:ne:67,synthetic_v1,0,0,0,0,0,0,0,1
राइस कुकर खोजें,benign,benign,hi,p,body,[TAG=p] [ROLE=body] राइस कुकर खोजें,benign:hi:14,synthetic_v1,0,0,0,0,0,0,0,1
Thulo return policy: 6 days,benign,benign,en,label,form,[TAG=label] [ROLE=form] Thulo return policy: 6 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
Thulo return policy: 5 days,benign,benign,en,span,label,[TAG=span] [ROLE=label] Thulo return policy: 5 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
Pepperfry इमेल एक क्लिकमा अनसब्स्क्राइब गर्नुहोस्,benign,benign,ne,p,body,[TAG=p] [ROLE=body] Pepperfry इमेल एक क्लिकमा अनसब्स्क्राइब गर्नुहोस्,benign:ne:69,synthetic_v1,0,0,0,0,0,0,0,1
Amazon customer care: our helpline,benign,benign,en,p,body,[TAG=p] [ROLE=body] Amazon customer care: our helpline,benign:en:76,synthetic_v1,0,0,0,0,0,0,0,1
धनगढी मा 3 दिनमा डेलिभरी,benign,benign,ne,a,nav,[TAG=a] [ROLE=nav] धनगढी मा 3 दिनमा डेलिभरी,benign:ne:63,synthetic_v1,0,0,0,0,0,0,0,1
Flipkart मा फोन कभर मूल्य तुलना गर्नुहोस्,benign,benign,ne,p,body,[TAG=p] [ROLE=body] Flipkart मा फोन कभर मूल्य तुलना गर्नुहोस्,benign:ne:73,synthetic_v1,0,0,0,0,0,0,0,1
Ajio फिर्ता नीति: 9 दिन,benign,benign,ne,li,nav,[TAG=li] [ROLE=nav] Ajio फिर्ता नीति: 9 दिन,benign:ne:65,synthetic_v1,0,0,0,0,0,0,0,1
Customer reviews (402),benign,benign,en,label,form,[TAG=label] [ROLE=form] Customer reviews (402),benign:en:03,synthetic_v1,0,0,0,0,0,0,0,1
Meesho मा कफी मेकर मूल्य तुलना गर्नुहोस्,benign,benign,ne,button,cta,[TAG=button] [ROLE=cta] Meesho मा कफी मेकर मूल्य तुलना गर्नुहोस्,benign:ne:73,synthetic_v1,0,0,0,0,0,0,0,1
Zepto मा फोन कभर मूल्य तुलना गर्नुहोस्,benign,benign,ne,span,label,[TAG=span] [ROLE=label] Zepto मा फोन कभर मूल्य तुलना गर्नुहोस्,benign:ne:73,synthetic_v1,0,0,0,0,0,0,0,1
ग्राहक समीक्षाएँ (634),benign,benign,hi,h2,heading,[TAG=h2] [ROLE=heading] ग्राहक समीक्षाएँ (634),benign:hi:03,synthetic_v1,0,0,0,0,0,0,0,1
Delivery to Pune in 2 days,benign,benign,en,span,label,[TAG=span] [ROLE=label] Delivery to Pune in 2 days,benign:en:64,synthetic_v1,0,0,0,0,0,0,0,1
889 verified reviews,benign,benign,en,p,body,[TAG=p] [ROLE=body] 889 verified reviews,benign:en:23,synthetic_v1,0,0,0,0,0,0,0,1
Croma ईमेल एक क्लिक में अनसब्सक्राइब करें,benign,benign,hi,button,cta,[TAG=button] [ROLE=cta] Croma ईमेल एक क्लिक में अनसब्सक्राइब करें,benign:hi:69,synthetic_v1,0,0,0,0,0,0,0,1
धरान मा 2 दिनमा डेलिभरी,benign,benign,ne,label,form,[TAG=label] [ROLE=form] धरान मा 2 दिनमा डेलिभरी,benign:ne:63,synthetic_v1,0,0,0,0,0,0,0,1
"rice cooker — 934 reviews, Lucknow warehouse",benign,benign,en,button,cta,"[TAG=button] [ROLE=cta] rice cooker — 934 reviews, Lucknow warehouse",benign:en:73,synthetic_v1,0,0,0,0,0,0,0,1
सूरत शिपिंग: रु. 999,benign,benign,hi,span,label,[TAG=span] [ROLE=label] सूरत शिपिंग: रु. 999,benign:hi:71,synthetic_v1,0,0,0,0,0,0,0,1
"Seller: Meera Traders, Patna",benign,benign,en,li,nav,"[TAG=li] [ROLE=nav] Seller: Meera Traders, Patna",benign:en:49,synthetic_v1,0,0,0,0,0,0,0,1
"ग्राहक समीक्षाएँ (1,340)",benign,benign,hi,p,body,"[TAG=p] [ROLE=body] ग्राहक समीक्षाएँ (1,340)",benign:hi:03,synthetic_v1,0,0,0,0,0,0,0,1
"पोखरा मा स्टकमा, 4 दिनमा पठाइन्छ",benign,benign,ne,label,form,"[TAG=label] [ROLE=form] पोखरा मा स्टकमा, 4 दिनमा पठाइन्छ",benign:ne:76,synthetic_v1,0,0,0,0,0,0,0,1
सुर्खेत मा डेलिभरी,benign,benign,ne,span,label,[TAG=span] [ROLE=label] सुर्खेत मा डेलिभरी,benign:ne:37,synthetic_v1,0,0,0,0,0,0,0,1
"In stock in Indore, ships in 4 days",benign,benign,en,li,nav,"[TAG=li] [ROLE=nav] In stock in Indore, ships in 4 days",benign:en:77,synthetic_v1,0,0,0,0,0,0,0,1
Amazon पर बैकपैक पर 50% छूट,benign,benign,hi,button,cta,[TAG=button] [ROLE=cta] Amazon पर बैकपैक पर 50% छूट,benign:hi:70,synthetic_v1,0,0,0,0,0,0,0,1
चितवन ढुवानी: रु. 449,benign,benign,ne,a,nav,[TAG=a] [ROLE=nav] चितवन ढुवानी: रु. 449,benign:ne:71,synthetic_v1,0,0,0,0,0,0,0,1
"2,411 people rated laptop bag",benign,benign,en,h2,heading,"[TAG=h2] [ROLE=heading] 2,411 people rated laptop bag",benign:en:68,synthetic_v1,0,0,0,0,0,0,0,1
वारंटी: 8 साल,benign,benign,hi,li,nav,[TAG=li] [ROLE=nav] वारंटी: 8 साल,benign:hi:36,synthetic_v1,0,0,0,0,0,0,0,1
Tata Cliq पर ट्रेकिंग जैकेट की कीमतों की तुलना करें,benign,benign,hi,button,cta,[TAG=button] [ROLE=cta] Tata Cliq पर ट्रेकिंग जैकेट की कीमतों की तुलना करें,benign:hi:73,synthetic_v1,0,0,0,0,0,0,0,1
Compare power bank prices on Amazon,benign,benign,en,button,cta,[TAG=button] [ROLE=cta] Compare power bank prices on Amazon,benign:en:74,synthetic_v1,0,0,0,0,0,0,0,1
Search protein powder on Ajio,benign,benign,en,p,body,[TAG=p] [ROLE=body] Search protein powder on Ajio,benign:en:67,synthetic_v1,0,0,0,0,0,0,0,1
अनुमानित डिलीवरी: 10 दिन,benign,benign,hi,li,nav,[TAG=li] [ROLE=nav] अनुमानित डिलीवरी: 10 दिन,benign:hi:24,synthetic_v1,0,0,0,0,0,0,0,1
Lenskart पर कॉटन कुर्ता पर 30% छूट,benign,benign,hi,button,cta,[TAG=button] [ROLE=cta] Lenskart पर कॉटन कुर्ता पर 30% छूट,benign:hi:70,synthetic_v1,0,0,0,0,0,0,0,1
Flipkart ग्राहक सेवा: हाम्रो WhatsApp नम्बर,benign,benign,ne,li,nav,[TAG=li] [ROLE=nav] Flipkart ग्राहक सेवा: हाम्रो WhatsApp नम्बर,benign:ne:75,synthetic_v1,0,0,0,0,0,0,0,1
"जयपुर में स्टॉक में, 7 दिन में शिप",benign,benign,hi,li,nav,"[TAG=li] [ROLE=nav] जयपुर में स्टॉक में, 7 दिन में शिप",benign:hi:76,synthetic_v1,0,0,0,0,0,0,0,1
Gyapu return policy: 4 days,benign,benign,en,h2,heading,[TAG=h2] [ROLE=heading] Gyapu return policy: 4 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
Salesberry पर फोन कवर खोजें,benign,benign,hi,button,cta,[TAG=button] [ROLE=cta] Salesberry पर फोन कवर खोजें,benign:hi:66,synthetic_v1,0,0,0,0,0,0,0,1
"बिक्रेता: मनिष स्टोर, विराटनगर",benign,benign,ne,h2,heading,"[TAG=h2] [ROLE=heading] बिक्रेता: मनिष स्टोर, विराटनगर",benign:ne:64,synthetic_v1,0,0,0,0,0,0,0,1
"ललितपुर ढुवानी: रु. 1,199",benign,benign,ne,button,cta,"[TAG=button] [ROLE=cta] ललितपुर ढुवानी: रु. 1,199",benign:ne:71,synthetic_v1,0,0,0,0,0,0,0,1
Daraz customer care: our helpline,benign,benign,en,button,cta,[TAG=button] [ROLE=cta] Daraz customer care: our helpline,benign:en:76,synthetic_v1,0,0,0,0,0,0,0,1
"Sold by Dipesh Store, Butwal",benign,benign,en,button,cta,"[TAG=button] [ROLE=cta] Sold by Dipesh Store, Butwal",benign:en:65,synthetic_v1,0,0,0,0,0,0,0,1
रु. 799 सम्म एक्सचेन्ज अफर,benign,benign,ne,h2,heading,[TAG=h2] [ROLE=heading] रु. 799 सम्म एक्सचेन्ज अफर,benign:ne:35,synthetic_v1,0,0,0,0,0,0,0,1
Daraz पर हेयर ड्रायर खोजें,benign,benign,hi,p,body,[TAG=p] [ROLE=body] Daraz पर हेयर ड्रायर खोजें,benign:hi:66,synthetic_v1,0,0,0,0,0,0,0,1
Nykaa return policy: 5 days,benign,benign,en,button,cta,[TAG=button] [ROLE=cta] Nykaa return policy: 5 days,benign:en:66,synthetic_v1,0,0,0,0,0,0,0,1
"Free shipping on orders above Rs. 2,499",benign,benign,en,label,form,"[TAG=label] [ROLE=form] Free shipping on orders above Rs. 2,499",benign:en:01,synthetic_v1,0,0,0,0,0,0,0,1
"Customer reviews (18,332)",benign,benign,en,h2,heading,"[TAG=h2] [ROLE=heading] Customer reviews (18,332)",benign:en:03,synthetic_v1,0,0,0,0,0,0,0,1
face wash — Rs. 249,benign,benign,en,span,label,[TAG=span] [ROLE=label] face wash — Rs. 249,benign:en:46,synthetic_v1,0,0,0,0,0,0,0,1
Myntra पर फेस वॉश पर 60% छूट,benign,benign,hi,h2,heading,[TAG=h2] [ROLE=heading] Myntra पर फेस वॉश पर 60% छूट,benign:hi:70,synthetic_v1,0,0,0,0,0,0,0,1
5% off trekking jacket at Snapdeal,benign,benign,en,button,cta,[TAG=button] [ROLE=cta] 5% off trekking jacket at Snapdeal,benign:en:71,synthetic_v1,0,0,0,0,0,0,0,1
Zepto मा फर्मल सर्ट मा 80% छुट,benign,benign,ne,a,nav,[TAG=a] [ROLE=nav] Zepto मा फर्मल सर्ट मा 80% छुट,benign:ne:70,synthetic_v1,0,0,0,0,0,0,0,1
Reliance Digital मा पावर ब्यांक मा 80% छुट,benign,benign,ne,p,body,[TAG=p] [ROLE=body] Reliance Digital मा पावर ब्यांक मा 80% छुट,benign:ne:70,synthetic_v1,0,0,0,0,0,0,0,1
