text,labels,primary_label,lang,tag,role,model_input,template_id,source,y_confirmshaming,y_false_urgency,y_forced_action,y_obstruction,y_scarcity,y_sneaking,y_social_proof,y_benign
"नहीं, मुझे कॉटन कुर्ता पर रु. 199 छूट नहीं चाहिए",confirmshaming,confirmshaming,hi,button,decline,"[TAG=button] [ROLE=decline] नहीं, मुझे कॉटन कुर्ता पर रु. 199 छूट नहीं चाहिए",confirmshaming:hi:16,synthetic_v1,1,0,0,0,0,0,0,0
छोड्नुहोस् — मलाई फोन कभर मा बचत चाहिँदैन,confirmshaming,confirmshaming,ne,button,decline,[TAG=button] [ROLE=decline] छोड्नुहोस् — मलाई फोन कभर मा बचत चाहिँदैन,confirmshaming:ne:04,synthetic_v1,1,0,0,0,0,0,0,0
मुझे Ajio पर राइस कुकर की बचत नहीं चाहिए,confirmshaming,confirmshaming,hi,span,modal_text,[TAG=span] [ROLE=modal_text] मुझे Ajio पर राइस कुकर की बचत नहीं चाहिए,confirmshaming:hi:17,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे इंडक्शन चूल्हा पर रु. 1,499 छूट नहीं चाहिए",confirmshaming,confirmshaming,hi,span,modal_text,"[TAG=span] [ROLE=modal_text] नहीं, मुझे इंडक्शन चूल्हा पर रु. 1,499 छूट नहीं चाहिए",confirmshaming:hi:16,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, मलाई स्मार्टवाच मा निःशुल्क ढुवानी चाहिँदैन",confirmshaming,confirmshaming,ne,span,modal_text,"[TAG=span] [ROLE=modal_text] पर्दैन, मलाई स्मार्टवाच मा निःशुल्क ढुवानी चाहिँदैन",confirmshaming:ne:08,synthetic_v1,1,0,0,0,0,0,0,0
"No thanks, paying Rs. 2,499 more for sunglasses is fine",confirmshaming,confirmshaming,en,button,decline,"[TAG=button] [ROLE=decline] No thanks, paying Rs. 2,499 more for sunglasses is fine",confirmshaming:en:21,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, हिउँदको ब्ल्याङ्केट का लागि रु. 99 बढी तिर्न ठीकै छ",confirmshaming,confirmshaming,ne,a,decline,"[TAG=a] [ROLE=decline] पर्दैन, हिउँदको ब्ल्याङ्केट का लागि रु. 99 बढी तिर्न ठीकै छ",confirmshaming:ne:19,synthetic_v1,1,0,0,0,0,0,0,0
Close — I don't need 5% off cotton kurta,confirmshaming,confirmshaming,en,a,decline,[TAG=a] [ROLE=decline] Close — I don't need 5% off cotton kurta,confirmshaming:en:14,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, मलाई कफी मेकर मा रु. 49 छुट चाहिँदैन",confirmshaming,confirmshaming,ne,a,decline,"[TAG=a] [ROLE=decline] पर्दैन, मलाई कफी मेकर मा रु. 49 छुट चाहिँदैन",confirmshaming:ne:16,synthetic_v1,1,0,0,0,0,0,0,0
बंद करें — मुझे इंदौर के Snapdeal ऑफ़र नहीं चाहिए,confirmshaming,confirmshaming,hi,button,decline,[TAG=button] [ROLE=decline] बंद करें — मुझे इंदौर के Snapdeal ऑफ़र नहीं चाहिए,confirmshaming:hi:18,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, मलाई स्मार्टवाच मा रु. 599 छुट चाहिँदैन",confirmshaming,confirmshaming,ne,button,decline,"[TAG=button] [ROLE=decline] पर्दैन, मलाई स्मार्टवाच मा रु. 599 छुट चाहिँदैन",confirmshaming:ne:16,synthetic_v1,1,0,0,0,0,0,0,0
मलाई कटन कुर्ता मा विशेष अफर चाहिँदैन,confirmshaming,confirmshaming,ne,button,decline,[TAG=button] [ROLE=decline] मलाई कटन कुर्ता मा विशेष अफर चाहिँदैन,confirmshaming:ne:03,synthetic_v1,1,0,0,0,0,0,0,0
Close — I don't need JioMart deals in Dharan,confirmshaming,confirmshaming,en,a,decline,[TAG=a] [ROLE=decline] Close — I don't need JioMart deals in Dharan,confirmshaming:en:20,synthetic_v1,1,0,0,0,0,0,0,0
बन्द गर्नुहोस् — मलाई भक्तपुर का HamroBazar अफर चाहिँदैन,confirmshaming,confirmshaming,ne,button,decline,[TAG=button] [ROLE=decline] बन्द गर्नुहोस् — मलाई भक्तपुर का HamroBazar अफर चाहिँदैन,confirmshaming:ne:18,synthetic_v1,1,0,0,0,0,0,0,0
मलाई Muncha मा स्टडी लाइट को बचत चाहिँदैन,confirmshaming,confirmshaming,ne,a,decline,[TAG=a] [ROLE=decline] मलाई Muncha मा स्टडी लाइट को बचत चाहिँदैन,confirmshaming:ne:17,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे वायरलेस ईयरबड्स पर रु. 249 छूट नहीं चाहिए",confirmshaming,confirmshaming,hi,a,decline,"[TAG=a] [ROLE=decline] नहीं, मुझे वायरलेस ईयरबड्स पर रु. 249 छूट नहीं चाहिए",confirmshaming:hi:16,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, ल्यापटप ब्याग का लागि रु. 899 बढी तिर्न ठीकै छ",confirmshaming,confirmshaming,ne,span,modal_text,"[TAG=span] [ROLE=modal_text] पर्दैन, ल्यापटप ब्याग का लागि रु. 899 बढी तिर्न ठीकै छ",confirmshaming:ne:19,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, मलाई वायरलेस इयरबड्स मा रु. 999 छुट चाहिँदैन",confirmshaming,confirmshaming,ne,a,decline,"[TAG=a] [ROLE=decline] पर्दैन, मलाई वायरलेस इयरबड्स मा रु. 999 छुट चाहिँदैन",confirmshaming:ne:16,synthetic_v1,1,0,0,0,0,0,0,0
Close — I don't need 80% off office chair,confirmshaming,confirmshaming,en,button,decline,[TAG=button] [ROLE=decline] Close — I don't need 80% off office chair,confirmshaming:en:14,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे बैकपैक पर रु. 1,499 छूट नहीं चाहिए",confirmshaming,confirmshaming,hi,span,modal_text,"[TAG=span] [ROLE=modal_text] नहीं, मुझे बैकपैक पर रु. 1,499 छूट नहीं चाहिए",confirmshaming:hi:16,synthetic_v1,1,0,0,0,0,0,0,0
"पर्दैन, मलाई रनिङ जुत्ता मा रु. 99 छुट चाहिँदैन",confirmshaming,confirmshaming,ne,span,modal_text,"[TAG=span] [ROLE=modal_text] पर्दैन, मलाई रनिङ जुत्ता मा रु. 99 छुट चाहिँदैन",confirmshaming:ne:16,synthetic_v1,1,0,0,0,0,0,0,0
"No thanks, I don't want Rs. 149 off noise cancelling headphones",confirmshaming,confirmshaming,en,a,decline,"[TAG=a] [ROLE=decline] No thanks, I don't want Rs. 149 off noise cancelling headphones",confirmshaming:en:18,synthetic_v1,1,0,0,0,0,0,0,0
छोड्नुहोस् — मलाई डेनिम जिन्स मा बचत चाहिँदैन,confirmshaming,confirmshaming,ne,span,modal_text,[TAG=span] [ROLE=modal_text] छोड्नुहोस् — मलाई डेनिम जिन्स मा बचत चाहिँदैन,confirmshaming:ne:04,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, 70% छूट का मौका छोड़ दें",confirmshaming,confirmshaming,hi,button,decline,"[TAG=button] [ROLE=decline] नहीं, 70% छूट का मौका छोड़ दें",confirmshaming:hi:05,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे ब्लूटूथ स्पीकर पर रु. 99 छूट नहीं चाहिए",confirmshaming,confirmshaming,hi,button,decline,"[TAG=button] [ROLE=decline] नहीं, मुझे ब्लूटूथ स्पीकर पर रु. 99 छूट नहीं चाहिए",confirmshaming:hi:16,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे 10% बचत नहीं चाहिए",confirmshaming,confirmshaming,hi,button,decline,"[TAG=button] [ROLE=decline] नहीं, मुझे 10% बचत नहीं चाहिए",confirmshaming:hi:00,synthetic_v1,1,0,0,0,0,0,0,0
"नहीं, मुझे स्कूल बैग पसंद नहीं",confirmshaming,confirmshaming,hi,a,decline,"[TAG=a] [ROLE=decline] नहीं, मुझे स्कूल बैग पसंद नहीं",confirmshaming:hi:14,synthetic_v1,1,0,0,0,0,0,0,0
"No thanks, I don't want Rs. 99 off trekking jacket",confirmshaming,confirmshaming,en,a,decline,"[TAG=a] [ROLE=decline] No thanks, I don't want Rs. 99 off trekking jacket",confirmshaming:en:18,synthetic_v1,1,0,0,0,0,0,0,0
Close — I don't need OkDam deals in Butwal,confirmshaming,confirmshaming,en,button,decline,[TAG=button] [ROLE=decline] Close — I don't need OkDam deals in Butwal,confirmshaming:en:20,synthetic_v1,1,0,0,0,0,0,0,0
मलाई Zepto मा कफी मेकर को बचत चाहिँदैन,confirmshaming,confirmshaming,ne,a,decline,[TAG=a] [ROLE=decline] मलाई Zepto मा कफी मेकर को बचत चाहिँदैन,confirmshaming:ne:17,synthetic_v1,1,0,0,0,0,0,0,0
