text,labels,primary_label,lang,tag,role,model_input,template_id,source,y_confirmshaming,y_false_urgency,y_forced_action,y_obstruction,y_scarcity,y_sneaking,y_social_proof,y_benign
"पछिल्लो 48 घण्टामा 14,860 ले एयर फ्रायर किने",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] पछिल्लो 48 घण्टामा 14,860 ले एयर फ्रायर किने",social_proof:ne:02,synthetic_v1,0,0,0,0,0,0,1,0
नासिक के 578 ग्राहकों ने फोन कवर चुना,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] नासिक के 578 ग्राहकों ने फोन कवर चुना,social_proof:hi:11,synthetic_v1,0,0,0,0,0,0,1,0
कोलकाता के खरीदारों का पसंदीदा नॉइज़ कैंसलिंग हेडफोन,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] कोलकाता के खरीदारों का पसंदीदा नॉइज़ कैंसलिंग हेडफोन,social_proof:hi:07,synthetic_v1,0,0,0,0,0,0,1,0
"21,507 reviews — join them",social_proof,social_proof,en,span,toast,"[TAG=span] [ROLE=toast] 21,507 reviews — join them",social_proof:en:08,synthetic_v1,0,0,0,0,0,0,1,0
766 लोग देख रहे हैं — केवल 8 बचे,social_proof|scarcity,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] 766 लोग देख रहे हैं — केवल 8 बचे,social_proof:hi:14,synthetic_v1,0,0,0,0,1,0,1,0
दमक का 247 जना घामको चस्मा हेर्दै छन्,social_proof,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] दमक का 247 जना घामको चस्मा हेर्दै छन्,social_proof:ne:18,synthetic_v1,0,0,0,0,0,0,1,0
Someone in Hyderabad purchased bluetooth speaker minutes ago,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Someone in Hyderabad purchased bluetooth speaker minutes ago,social_proof:en:09,synthetic_v1,0,0,0,0,0,0,1,0
"18,332 Daraz shoppers bought formal shirt in Dharan",social_proof,social_proof,en,div,badge,"[TAG=div] [ROLE=badge] 18,332 Daraz shoppers bought formal shirt in Dharan",social_proof:en:15,synthetic_v1,0,0,0,0,0,0,1,0
तनहुँ मा कसैले भर्खर नोइज क्यान्सलिङ हेडफोन किन्यो,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] तनहुँ मा कसैले भर्खर नोइज क्यान्सलिङ हेडफोन किन्यो,social_proof:ne:09,synthetic_v1,0,0,0,0,0,0,1,0
"मीरा और 7,340 अन्य स्कूल बैग की सलाह देते हैं",social_proof,social_proof,hi,p,promo,"[TAG=p] [ROLE=promo] मीरा और 7,340 अन्य स्कूल बैग की सलाह देते हैं",social_proof:hi:06,synthetic_v1,0,0,0,0,0,0,1,0
"3,109 people from Bengaluru are viewing air fryer",social_proof,social_proof,en,div,badge,"[TAG=div] [ROLE=badge] 3,109 people from Bengaluru are viewing air fryer",social_proof:en:18,synthetic_v1,0,0,0,0,0,0,1,0
चंडीगढ़ में 812 Ajio ग्राहकों ने डेनिम जींस खरीदा,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] चंडीगढ़ में 812 Ajio ग्राहकों ने डेनिम जींस खरीदा,social_proof:hi:15,synthetic_v1,0,0,0,0,0,0,1,0
"प्रिया र अन्य 5,872 जनाले इलेक्ट्रिक केतली सिफारिस गर्छन्",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] प्रिया र अन्य 5,872 जनाले इलेक्ट्रिक केतली सिफारिस गर्छन्",social_proof:ne:06,synthetic_v1,0,0,0,0,0,0,1,0
कोलकाता से नवीन ने Reliance Digital पर लैपटॉप बैग खरीदा,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] कोलकाता से नवीन ने Reliance Digital पर लैपटॉप बैग खरीदा,social_proof:hi:16,synthetic_v1,0,0,0,0,0,0,1,0
"11,204 viewing — only 2 left",social_proof|scarcity,social_proof,en,p,promo,"[TAG=p] [ROLE=promo] 11,204 viewing — only 2 left",social_proof:en:14,synthetic_v1,0,0,0,0,1,0,1,0
"21,507 customers added smartwatch to cart today",social_proof,social_proof,en,span,toast,"[TAG=span] [ROLE=toast] 21,507 customers added smartwatch to cart today",social_proof:en:04,synthetic_v1,0,0,0,0,0,0,1,0
running shoes is #1 on Myntra in Kolkata,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] running shoes is #1 on Myntra in Kolkata,social_proof:en:17,synthetic_v1,0,0,0,0,0,0,1,0
बेस्टसेलर — इस हफ़्ते 578 बिके,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] बेस्टसेलर — इस हफ़्ते 578 बिके,social_proof:hi:10,synthetic_v1,0,0,0,0,0,0,1,0
812 viewing — only 9 left,social_proof|scarcity,social_proof,en,div,badge,[TAG=div] [ROLE=badge] 812 viewing — only 9 left,social_proof:en:14,synthetic_v1,0,0,0,0,1,0,1,0
Priya and 288 others recommend gaming mouse,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Priya and 288 others recommend gaming mouse,social_proof:en:06,synthetic_v1,0,0,0,0,0,0,1,0
जनकपुर का ग्राहकको मन पर्ने इलेक्ट्रिक केतली,social_proof,social_proof,ne,span,toast,[TAG=span] [ROLE=toast] जनकपुर का ग्राहकको मन पर्ने इलेक्ट्रिक केतली,social_proof:ne:07,synthetic_v1,0,0,0,0,0,0,1,0
हेटौंडा मा Reliance Digital मा इन्डक्सन चुल्हो #1 छ,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] हेटौंडा मा Reliance Digital मा इन्डक्सन चुल्हो #1 छ,social_proof:ne:17,synthetic_v1,0,0,0,0,0,0,1,0
Ramesh from Kathmandu just bought this,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] Ramesh from Kathmandu just bought this,social_proof:en:01,synthetic_v1,0,0,0,0,0,0,1,0
सीता ले भर्खर रु. 49 बचत गर्नुभयो,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] सीता ले भर्खर रु. 49 बचत गर्नुभयो,social_proof:ne:12,synthetic_v1,0,0,0,0,0,0,1,0
"कानपुर में 4,265 OkDam ग्राहकों ने कॉफी मेकर खरीदा",social_proof,social_proof,hi,p,promo,"[TAG=p] [ROLE=promo] कानपुर में 4,265 OkDam ग्राहकों ने कॉफी मेकर खरीदा",social_proof:hi:15,synthetic_v1,0,0,0,0,0,0,1,0
"2,038 जनाको विशलिस्टमा छ",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] 2,038 जनाको विशलिस्टमा छ",social_proof:ne:13,synthetic_v1,0,0,0,0,0,0,1,0
766 लोगों की विशलिस्ट में है,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] 766 लोगों की विशलिस्ट में है,social_proof:hi:13,synthetic_v1,0,0,0,0,0,0,1,0
जनकपुर बाट रोहन ले भर्खर किन्नुभयो,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] जनकपुर बाट रोहन ले भर्खर किन्नुभयो,social_proof:ne:01,synthetic_v1,0,0,0,0,0,0,1,0
"आज 11,204 ग्राहकले गेमिङ माउस कार्टमा राखे",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] आज 11,204 ग्राहकले गेमिङ माउस कार्टमा राखे",social_proof:ne:04,synthetic_v1,0,0,0,0,0,0,1,0
"आज 14,860 ग्राहकले अफिस कुर्सी कार्टमा राखे",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] आज 14,860 ग्राहकले अफिस कुर्सी कार्टमा राखे",social_proof:ne:04,synthetic_v1,0,0,0,0,0,0,1,0
27 Pepperfry shoppers bought running shoes in Patna,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] 27 Pepperfry shoppers bought running shoes in Patna,social_proof:en:15,synthetic_v1,0,0,0,0,0,0,1,0
Most loved noise cancelling headphones by shoppers in Pune,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] Most loved noise cancelling headphones by shoppers in Pune,social_proof:en:07,synthetic_v1,0,0,0,0,0,0,1,0
"9,118 समीक्षा — तपाईं पनि जोडिनुहोस्",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] 9,118 समीक्षा — तपाईं पनि जोडिनुहोस्",social_proof:ne:08,synthetic_v1,0,0,0,0,0,0,1,0
Most loved study lamp by shoppers in Delhi,social_proof,social_proof,en,div,badge,[TAG=div] [ROLE=badge] Most loved study lamp by shoppers in Delhi,social_proof:en:07,synthetic_v1,0,0,0,0,0,0,1,0
"पोखरा का 5,872 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] पोखरा का 5,872 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof:ne:05,synthetic_v1,0,0,0,0,0,0,1,0
बागलुङ बाट सीता ले भर्खर किन्नुभयो,social_proof,social_proof,ne,span,toast,[TAG=span] [ROLE=toast] बागलुङ बाट सीता ले भर्खर किन्नुभयो,social_proof:ne:01,synthetic_v1,0,0,0,0,0,0,1,0
गोरखा का 288 प्रमाणित खरीददारले मूल्याङ्कन गरे,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] गोरखा का 288 प्रमाणित खरीददारले मूल्याङ्कन गरे,social_proof:ne:05,synthetic_v1,0,0,0,0,0,0,1,0
701 customers added rice cooker to cart today,social_proof,social_proof,en,div,badge,[TAG=div] [ROLE=badge] 701 customers added rice cooker to cart today,social_proof:en:04,synthetic_v1,0,0,0,0,0,0,1,0
winter blanket is #1 on HamroBazar in Lalitpur,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] winter blanket is #1 on HamroBazar in Lalitpur,social_proof:en:17,synthetic_v1,0,0,0,0,0,0,1,0
बागलुङ मा 701 Snapdeal ग्राहकले कटन कुर्ता किने,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] बागलुङ मा 701 Snapdeal ग्राहकले कटन कुर्ता किने,social_proof:ne:15,synthetic_v1,0,0,0,0,0,0,1,0
"ललितपुर का 18,332 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] ललितपुर का 18,332 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof:ne:05,synthetic_v1,0,0,0,0,0,0,1,0
"चितवन का 1,340 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] चितवन का 1,340 प्रमाणित खरीददारले मूल्याङ्कन गरे",social_proof:ne:05,synthetic_v1,0,0,0,0,0,0,1,0
247 people are viewing this right now,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] 247 people are viewing this right now,social_proof:en:00,synthetic_v1,0,0,0,0,0,0,1,0
"आगरा के 21,507 लोग राइस कुकर देख रहे हैं",social_proof,social_proof,hi,p,promo,"[TAG=p] [ROLE=promo] आगरा के 21,507 लोग राइस कुकर देख रहे हैं",social_proof:hi:18,synthetic_v1,0,0,0,0,0,0,1,0
पछिल्लो 8 घण्टामा 367 ले रनिङ जुत्ता किने,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] पछिल्लो 8 घण्टामा 367 ले रनिङ जुत्ता किने,social_proof:ne:02,synthetic_v1,0,0,0,0,0,0,1,0
बुटवल का ग्राहकको मन पर्ने डेनिम जिन्स,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] बुटवल का ग्राहकको मन पर्ने डेनिम जिन्स,social_proof:ne:07,synthetic_v1,0,0,0,0,0,0,1,0
"सुमन र अन्य 2,038 जनाले गेमिङ माउस सिफारिस गर्छन्",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] सुमन र अन्य 2,038 जनाले गेमिङ माउस सिफारिस गर्छन्",social_proof:ne:06,synthetic_v1,0,0,0,0,0,0,1,0
Sagar just saved Rs. 499 on this,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Sagar just saved Rs. 499 on this,social_proof:en:12,synthetic_v1,0,0,0,0,0,0,1,0
हेटौंडा बाट सीता ले भर्खर किन्नुभयो,social_proof,social_proof,ne,span,toast,[TAG=span] [ROLE=toast] हेटौंडा बाट सीता ले भर्खर किन्नुभयो,social_proof:ne:01,synthetic_v1,0,0,0,0,0,0,1,0
Prakash from Kathmandu just bought this,social_proof,social_proof,en,div,badge,[TAG=div] [ROLE=badge] Prakash from Kathmandu just bought this,social_proof:en:01,synthetic_v1,0,0,0,0,0,0,1,0
जयपुर से सागर ने अभी यह खरीदा,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] जयपुर से सागर ने अभी यह खरीदा,social_proof:hi:01,synthetic_v1,0,0,0,0,0,0,1,0
"21,507 shoppers from Kolkata chose protein powder",social_proof,social_proof,en,p,promo,"[TAG=p] [ROLE=promo] 21,507 shoppers from Kolkata chose protein powder",social_proof:en:11,synthetic_v1,0,0,0,0,0,0,1,0
"चंडीगढ़ के 14,860 ग्राहकों ने हेयर ड्रायर चुना",social_proof,social_proof,hi,span,toast,"[TAG=span] [ROLE=toast] चंडीगढ़ के 14,860 ग्राहकों ने हेयर ड्रायर चुना",social_proof:hi:11,synthetic_v1,0,0,0,0,0,0,1,0
कोलकाता से सागर ने Croma पर पानी की बोतल खरीदा,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] कोलकाता से सागर ने Croma पर पानी की बोतल खरीदा,social_proof:hi:16,synthetic_v1,0,0,0,0,0,0,1,0
नासिक के 312 लोग स्टडी लैंप देख रहे हैं,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] नासिक के 312 लोग स्टडी लैंप देख रहे हैं,social_proof:hi:18,synthetic_v1,0,0,0,0,0,0,1,0
"Rated by 9,118 verified buyers in Chitwan",social_proof,social_proof,en,div,badge,"[TAG=div] [ROLE=badge] Rated by 9,118 verified buyers in Chitwan",social_proof:en:05,synthetic_v1,0,0,0,0,0,0,1,0
203 people from Lalitpur are viewing formal shirt,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 203 people from Lalitpur are viewing formal shirt,social_proof:en:18,synthetic_v1,0,0,0,0,0,0,1,0
दमक मा Salesberry मा वायरलेस इयरबड्स #1 छ,social_proof,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] दमक मा Salesberry मा वायरलेस इयरबड्स #1 छ,social_proof:ne:17,synthetic_v1,0,0,0,0,0,0,1,0
149 customers added water bottle to cart today,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] 149 customers added water bottle to cart today,social_proof:en:04,synthetic_v1,0,0,0,0,0,0,1,0
Rated by 455 verified buyers in Indore,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Rated by 455 verified buyers in Indore,social_proof:en:05,synthetic_v1,0,0,0,0,0,0,1,0
सूरत के 186 ग्राहकों ने गेमिंग माउस चुना,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] सूरत के 186 ग्राहकों ने गेमिंग माउस चुना,social_proof:hi:11,synthetic_v1,0,0,0,0,0,0,1,0
84 bought backpack in the last 3 hours,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 84 bought backpack in the last 3 hours,social_proof:en:02,synthetic_v1,0,0,0,0,0,0,1,0
गोरखा बाट दीपा ले भर्खर किन्नुभयो,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] गोरखा बाट दीपा ले भर्खर किन्नुभयो,social_proof:ne:01,synthetic_v1,0,0,0,0,0,0,1,0
लखनऊ से अर्जुन ने Amazon पर सर्दी का कंबल खरीदा,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] लखनऊ से अर्जुन ने Amazon पर सर्दी का कंबल खरीदा,social_proof:hi:16,synthetic_v1,0,0,0,0,0,0,1,0
889 जनाको विशलिस्टमा छ,social_proof,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] 889 जनाको विशलिस्टमा छ,social_proof:ne:13,synthetic_v1,0,0,0,0,0,0,1,0
"दीपा ले भर्खर रु. 2,499 बचत गर्नुभयो",social_proof,social_proof,ne,div,badge,"[TAG=div] [ROLE=badge] दीपा ले भर्खर रु. 2,499 बचत गर्नुभयो",social_proof:ne:12,synthetic_v1,0,0,0,0,0,0,1,0
जयपुर से निशा ने अभी यह खरीदा,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] जयपुर से निशा ने अभी यह खरीदा,social_proof:hi:01,synthetic_v1,0,0,0,0,0,0,1,0
सुर्खेत का ग्राहकको मन पर्ने हेयर ड्रायर,social_proof,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] सुर्खेत का ग्राहकको मन पर्ने हेयर ड्रायर,social_proof:ne:07,synthetic_v1,0,0,0,0,0,0,1,0
पटना से प्रिया ने Gyapu पर नॉइज़ कैंसलिंग हेडफोन खरीदा,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] पटना से प्रिया ने Gyapu पर नॉइज़ कैंसलिंग हेडफोन खरीदा,social_proof:hi:16,synthetic_v1,0,0,0,0,0,0,1,0
विराटनगर बाट सुमन ले भर्खर किन्नुभयो,social_proof,social_proof,ne,span,toast,[TAG=span] [ROLE=toast] विराटनगर बाट सुमन ले भर्खर किन्नुभयो,social_proof:ne:01,synthetic_v1,0,0,0,0,0,0,1,0
"14,860 people are viewing this right now",social_proof,social_proof,en,span,toast,"[TAG=span] [ROLE=toast] 14,860 people are viewing this right now",social_proof:en:00,synthetic_v1,0,0,0,0,0,0,1,0
अनिता ले भर्खर रु. 799 बचत गर्नुभयो,social_proof,social_proof,ne,span,toast,[TAG=span] [ROLE=toast] अनिता ले भर्खर रु. 799 बचत गर्नुभयो,social_proof:ne:12,synthetic_v1,0,0,0,0,0,0,1,0
मुंबई में किसी ने अभी बैकपैक खरीदा,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] मुंबई में किसी ने अभी बैकपैक खरीदा,social_proof:hi:09,synthetic_v1,0,0,0,0,0,0,1,0
"पछिल्लो 6 घण्टामा 1,765 ले स्कुल ब्याग किने",social_proof,social_proof,ne,span,toast,"[TAG=span] [ROLE=toast] पछिल्लो 6 घण्टामा 1,765 ले स्कुल ब्याग किने",social_proof:ne:02,synthetic_v1,0,0,0,0,0,0,1,0
मनीष ने अभी रु. 249 बचाए,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] मनीष ने अभी रु. 249 बचाए,social_proof:hi:12,synthetic_v1,0,0,0,0,0,0,1,0
चितवन का ग्राहकको मन पर्ने प्रोटिन पाउडर,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] चितवन का ग्राहकको मन पर्ने प्रोटिन पाउडर,social_proof:ne:07,synthetic_v1,0,0,0,0,0,0,1,0
578 people from Mumbai are viewing office chair,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 578 people from Mumbai are viewing office chair,social_proof:en:18,synthetic_v1,0,0,0,0,0,0,1,0
"Rated by 4,265 verified buyers in Pokhara",social_proof,social_proof,en,div,badge,"[TAG=div] [ROLE=badge] Rated by 4,265 verified buyers in Pokhara",social_proof:en:05,synthetic_v1,0,0,0,0,0,0,1,0
"34,118 people have this in their wishlist",social_proof,social_proof,en,span,toast,"[TAG=span] [ROLE=toast] 34,118 people have this in their wishlist",social_proof:en:13,synthetic_v1,0,0,0,0,0,0,1,0
149 जना हेर्दै — 12 मात्र बाँकी,social_proof|scarcity,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] 149 जना हेर्दै — 12 मात्र बाँकी,social_proof:ne:14,synthetic_v1,0,0,0,0,1,0,1,0
Bestseller — 149 sold this week,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Bestseller — 149 sold this week,social_proof:en:10,synthetic_v1,0,0,0,0,0,0,1,0
"1,765 लोगों की विशलिस्ट में है",social_proof,social_proof,hi,div,badge,"[TAG=div] [ROLE=badge] 1,765 लोगों की विशलिस्ट में है",social_proof:hi:13,synthetic_v1,0,0,0,0,0,0,1,0
Bestseller — 84 sold this week,social_proof,social_proof,en,span,toast,[TAG=span] [ROLE=toast] Bestseller — 84 sold this week,social_proof:en:10,synthetic_v1,0,0,0,0,0,0,1,0
578 people from Pokhara are viewing running shoes,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 578 people from Pokhara are viewing running shoes,social_proof:en:18,synthetic_v1,0,0,0,0,0,0,1,0
402 reviews — join them,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 402 reviews — join them,social_proof:en:08,synthetic_v1,0,0,0,0,0,0,1,0
701 customers added coffee maker to cart today,social_proof,social_proof,en,div,badge,[TAG=div] [ROLE=badge] 701 customers added coffee maker to cart today,social_proof:en:04,synthetic_v1,0,0,0,0,0,0,1,0
अहमदाबाद के 634 लोग स्टडी लैंप देख रहे हैं,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] अहमदाबाद के 634 लोग स्टडी लैंप देख रहे हैं,social_proof:hi:18,synthetic_v1,0,0,0,0,0,0,1,0
"18,332 customers added yoga mat to cart today",social_proof,social_proof,en,p,promo,"[TAG=p] [ROLE=promo] 18,332 customers added yoga mat to cart today",social_proof:en:04,synthetic_v1,0,0,0,0,0,0,1,0
"धनगढी का 26,940 ग्राहकले प्रोटिन पाउडर छनोट गरे",social_proof,social_proof,ne,p,promo,"[TAG=p] [ROLE=promo] धनगढी का 26,940 ग्राहकले प्रोटिन पाउडर छनोट गरे",social_proof:ne:11,synthetic_v1,0,0,0,0,0,0,1,0
Most loved backpack by shoppers in Hyderabad,social_proof,social_proof,en,div,badge,[TAG=div] [ROLE=badge] Most loved backpack by shoppers in Hyderabad,social_proof:en:07,synthetic_v1,0,0,0,0,0,0,1,0
578 people from Jaipur are viewing running shoes,social_proof,social_proof,en,p,promo,[TAG=p] [ROLE=promo] 578 people from Jaipur are viewing running shoes,social_proof:en:18,synthetic_v1,0,0,0,0,0,0,1,0
"21,507 समीक्षाएँ — आप भी जुड़ें",social_proof,social_proof,hi,span,toast,"[TAG=span] [ROLE=toast] 21,507 समीक्षाएँ — आप भी जुड़ें",social_proof:hi:08,synthetic_v1,0,0,0,0,0,0,1,0
चंडीगढ़ में 367 Croma ग्राहकों ने ट्रेकिंग जैकेट खरीदा,social_proof,social_proof,hi,div,badge,[TAG=div] [ROLE=badge] चंडीगढ़ में 367 Croma ग्राहकों ने ट्रेकिंग जैकेट खरीदा,social_proof:hi:15,synthetic_v1,0,0,0,0,0,0,1,0
रनिङ जुत्ता मा #1 ट्रेन्डिङ,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] रनिङ जुत्ता मा #1 ट्रेन्डिङ,social_proof:ne:03,synthetic_v1,0,0,0,0,0,0,1,0
वीरगन्ज मा 812 Croma ग्राहकले पावर ब्यांक किने,social_proof,social_proof,ne,p,promo,[TAG=p] [ROLE=promo] वीरगन्ज मा 812 Croma ग्राहकले पावर ब्यांक किने,social_proof:ne:15,synthetic_v1,0,0,0,0,0,0,1,0
विराटनगर का 455 प्रमाणित खरीददारले मूल्याङ्कन गरे,social_proof,social_proof,ne,div,badge,[TAG=div] [ROLE=badge] विराटनगर का 455 प्रमाणित खरीददारले मूल्याङ्कन गरे,social_proof:ne:05,synthetic_v1,0,0,0,0,0,0,1,0
"Aarav and 1,502 others recommend office chair",social_proof,social_proof,en,div,badge,"[TAG=div] [ROLE=badge] Aarav and 1,502 others recommend office chair",social_proof:en:06,synthetic_v1,0,0,0,0,0,0,1,0
रांची के 84 सत्यापित खरीदारों ने रेट किया,social_proof,social_proof,hi,span,toast,[TAG=span] [ROLE=toast] रांची के 84 सत्यापित खरीदारों ने रेट किया,social_proof:hi:05,synthetic_v1,0,0,0,0,0,0,1,0
नासिक में Lenskart पर एयर फ्रायर #1 है,social_proof,social_proof,hi,p,promo,[TAG=p] [ROLE=promo] नासिक में Lenskart पर एयर फ्रायर #1 है,social_proof:hi:17,synthetic_v1,0,0,0,0,0,0,1,0
