text,labels,primary_label,lang,tag,role,model_input,template_id,source,y_confirmshaming,y_false_urgency,y_forced_action,y_obstruction,y_scarcity,y_sneaking,y_social_proof,y_benign
OkDam पर डेनिम जींस पर 80% छूट — 30 मिनट बाकी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] OkDam पर डेनिम जींस पर 80% छूट — 30 मिनट बाकी,false_urgency:hi:19,synthetic_v1,0,1,0,0,0,0,0,0
Order induction cooktop within 30 minutes for delivery to Lalitpur,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Order induction cooktop within 30 minutes for delivery to Lalitpur,false_urgency:en:18,synthetic_v1,0,1,0,0,0,0,0,0
Deal of the day ends in 04:30,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Deal of the day ends in 04:30,false_urgency:en:02,synthetic_v1,0,1,0,0,0,0,0,0
अफर 00:59 मा सकिन्छ — 6 मात्र बाँकी!,false_urgency|scarcity,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] अफर 00:59 मा सकिन्छ — 6 मात्र बाँकी!,false_urgency:ne:14,synthetic_v1,0,1,0,0,1,0,0,0
छिटो गर्नुहोस्! प्रोटिन पाउडर को अफर 45 मिनेट मा सकिँदै,false_urgency,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] छिटो गर्नुहोस्! प्रोटिन पाउडर को अफर 45 मिनेट मा सकिँदै,false_urgency:ne:01,synthetic_v1,0,1,0,0,0,0,0,0
"6 घण्टा भित्र अर्डर गर्नुहोस्, 3 दिनमा डेलिभरी",false_urgency,false_urgency,ne,p,promo,"[TAG=p] [ROLE=promo] 6 घण्टा भित्र अर्डर गर्नुहोस्, 3 दिनमा डेलिभरी",false_urgency:ne:16,synthetic_v1,0,1,0,0,0,0,0,0
Countdown: 48 hours until the price rises,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Countdown: 48 hours until the price rises,false_urgency:en:08,synthetic_v1,0,1,0,0,0,0,0,0
अन्तिम मौका — ब्याकप्याक मा 18 घण्टा बाँकी,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] अन्तिम मौका — ब्याकप्याक मा 18 घण्टा बाँकी,false_urgency:ne:05,synthetic_v1,0,1,0,0,0,0,0,0
FirstCry मा योगा म्याट मा 5% छुट — 10 मिनेट बाँकी,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] FirstCry मा योगा म्याट मा 5% छुट — 10 मिनेट बाँकी,false_urgency:ne:19,synthetic_v1,0,1,0,0,0,0,0,0
Offer ends in 10 minutes — only 6 left!,false_urgency|scarcity,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Offer ends in 10 minutes — only 6 left!,false_urgency:en:14,synthetic_v1,0,1,0,0,1,0,0,0
अर्को 4 मिनेटसम्म मात्र मान्य,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] अर्को 4 मिनेटसम्म मात्र मान्य,false_urgency:ne:07,synthetic_v1,0,1,0,0,0,0,0,0
Myntra पर योगा मैट पर 70% छूट — 12:00 बाकी,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] Myntra पर योगा मैट पर 70% छूट — 12:00 बाकी,false_urgency:hi:19,synthetic_v1,0,1,0,0,0,0,0,0
"5 मिनट में ऑर्डर करें, 7 दिन में डिलीवरी",false_urgency,false_urgency,hi,div,banner,"[TAG=div] [ROLE=banner] 5 मिनट में ऑर्डर करें, 7 दिन में डिलीवरी",false_urgency:hi:16,synthetic_v1,0,1,0,0,0,0,0,0
"Flash sale ending in 04:30, don't miss out",false_urgency,false_urgency,en,p,promo,"[TAG=p] [ROLE=promo] Flash sale ending in 04:30, don't miss out",false_urgency:en:06,synthetic_v1,0,1,0,0,0,0,0,0
स्टडी लैंप वाला आपका Lenskart कार्ट 48 घंटे में खत्म,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] स्टडी लैंप वाला आपका Lenskart कार्ट 48 घंटे में खत्म,false_urgency:hi:20,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! फोन कभर मा 40% छुट,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] आज मात्र! फोन कभर मा 40% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
Order in 10 minutes to get delivery in 7 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 10 minutes to get delivery in 7 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
Flipkart sale on smartwatch ends in 14:59,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Flipkart sale on smartwatch ends in 14:59,false_urgency:en:17,synthetic_v1,0,1,0,0,0,0,0,0
जल्दी करें! स्टडी लैंप पर ऑफ़र 2 घंटे में समाप्त,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] जल्दी करें! स्टडी लैंप पर ऑफ़र 2 घंटे में समाप्त,false_urgency:hi:01,synthetic_v1,0,1,0,0,0,0,0,0
Offer ends in 3 hours — only 7 left!,false_urgency|scarcity,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Offer ends in 3 hours — only 7 left!,false_urgency:en:14,synthetic_v1,0,1,0,0,1,0,0,0
अफर 18 घण्टा मा सकिन्छ — 7 मात्र बाँकी!,false_urgency|scarcity,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] अफर 18 घण्टा मा सकिन्छ — 7 मात्र बाँकी!,false_urgency:ne:14,synthetic_v1,0,1,0,0,1,0,0,0
काउंटडाउन: 45 मिनट में कीमत बढ़ेगी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] काउंटडाउन: 45 मिनट में कीमत बढ़ेगी,false_urgency:hi:08,synthetic_v1,0,1,0,0,0,0,0,0
Order in 00:59 to get delivery in 4 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 00:59 to get delivery in 4 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
Rs. 249 price on office chair valid for 18 hours only,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Rs. 249 price on office chair valid for 18 hours only,false_urgency:en:21,synthetic_v1,0,1,0,0,0,0,0,0
Order in 15 minutes to get delivery in 5 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 15 minutes to get delivery in 5 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
"कफी मेकर मा रु. 1,999 को मूल्य 10 मिनेट सम्म मात्र",false_urgency,false_urgency,ne,p,promo,"[TAG=p] [ROLE=promo] कफी मेकर मा रु. 1,999 को मूल्य 10 मिनेट सम्म मात्र",false_urgency:ne:21,synthetic_v1,0,1,0,0,0,0,0,0
Hurry! Offer on trekking jacket expires in 23:11,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Hurry! Offer on trekking jacket expires in 23:11,false_urgency:en:01,synthetic_v1,0,1,0,0,0,0,0,0
Hurry! Offer on air fryer expires in 12:00,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Hurry! Offer on air fryer expires in 12:00,false_urgency:en:01,synthetic_v1,0,1,0,0,0,0,0,0
ऑफ़र 24 घंटे में खत्म — केवल 10 बचे!,false_urgency|scarcity,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] ऑफ़र 24 घंटे में खत्म — केवल 10 बचे!,false_urgency:hi:14,synthetic_v1,0,1,0,0,1,0,0,0
40% off expires in 48 hours,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] 40% off expires in 48 hours,false_urgency:en:15,synthetic_v1,0,1,0,0,0,0,0,0
काउंटडाउन: 12:00 में कीमत बढ़ेगी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] काउंटडाउन: 12:00 में कीमत बढ़ेगी,false_urgency:hi:08,synthetic_v1,0,1,0,0,0,0,0,0
Deal of the day ends in 5 minutes,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Deal of the day ends in 5 minutes,false_urgency:en:02,synthetic_v1,0,1,0,0,0,0,0,0
Deal of the day ends in 10 minutes,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Deal of the day ends in 10 minutes,false_urgency:en:02,synthetic_v1,0,1,0,0,0,0,0,0
Last chance — 45 minutes left on protein powder,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Last chance — 45 minutes left on protein powder,false_urgency:en:05,synthetic_v1,0,1,0,0,0,0,0,0
यो मूल्य तपाईंका लागि 5 मिनेट सम्म सुरक्षित,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] यो मूल्य तपाईंका लागि 5 मिनेट सम्म सुरक्षित,false_urgency:ne:12,synthetic_v1,0,1,0,0,0,0,0,0
यह दर पाने के लिए 45 मिनट में बुक करें,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] यह दर पाने के लिए 45 मिनट में बुक करें,false_urgency:hi:09,synthetic_v1,0,1,0,0,0,0,0,0
15% off sports sandals at Reliance Digital — 10 minutes left,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] 15% off sports sandals at Reliance Digital — 10 minutes left,false_urgency:en:19,synthetic_v1,0,1,0,0,0,0,0,0
ट्रेकिङ ज्याकेट रहेको तपाईंको Tata Cliq कार्ट 18 घण्टा मा सकिन्छ,false_urgency,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] ट्रेकिङ ज्याकेट रहेको तपाईंको Tata Cliq कार्ट 18 घण्टा मा सकिन्छ,false_urgency:ne:20,synthetic_v1,0,1,0,0,0,0,0,0
Order in 24 hours to get delivery in 2 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 24 hours to get delivery in 2 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
Snapdeal पर स्मार्टवॉच की सेल 15 मिनट में खत्म,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] Snapdeal पर स्मार्टवॉच की सेल 15 मिनट में खत्म,false_urgency:hi:17,synthetic_v1,0,1,0,0,0,0,0,0
10% off smartwatch at Lenskart — 7 minutes left,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] 10% off smartwatch at Lenskart — 7 minutes left,false_urgency:en:19,synthetic_v1,0,1,0,0,0,0,0,0
ऑफ़र 3 घंटे में खत्म — केवल 10 बचे!,false_urgency|scarcity,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] ऑफ़र 3 घंटे में खत्म — केवल 10 बचे!,false_urgency:hi:14,synthetic_v1,0,1,0,0,1,0,0,0
स्पोर्ट्स सैंडल वाला आपका FirstCry कार्ट 23:11 में खत्म,false_urgency,false_urgency,hi,span,timer,[TAG=span] [ROLE=timer] स्पोर्ट्स सैंडल वाला आपका FirstCry कार्ट 23:11 में खत्म,false_urgency:hi:20,synthetic_v1,0,1,0,0,0,0,0,0
Offer ends in 14:59 — only 8 left!,false_urgency|scarcity,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Offer ends in 14:59 — only 8 left!,false_urgency:en:14,synthetic_v1,0,1,0,0,1,0,0,0
सेल 19:20 मा सकिन्छ!,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] सेल 19:20 मा सकिन्छ!,false_urgency:ne:00,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! ब्याकप्याक मा 50% छुट,false_urgency,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] आज मात्र! ब्याकप्याक मा 50% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
25% छूट 24 घंटे में समाप्त,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] 25% छूट 24 घंटे में समाप्त,false_urgency:hi:15,synthetic_v1,0,1,0,0,0,0,0,0
अफिस कुर्सी रहेको तपाईंको Amazon कार्ट 12 घण्टा मा सकिन्छ,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] अफिस कुर्सी रहेको तपाईंको Amazon कार्ट 12 घण्टा मा सकिन्छ,false_urgency:ne:20,synthetic_v1,0,1,0,0,0,0,0,0
अफर 18 घण्टा मा सकिन्छ — 2 मात्र बाँकी!,false_urgency|scarcity,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] अफर 18 घण्टा मा सकिन्छ — 2 मात्र बाँकी!,false_urgency:ne:14,synthetic_v1,0,1,0,0,1,0,0,0
अफर 12:00 मा सकिन्छ — 8 मात्र बाँकी!,false_urgency|scarcity,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] अफर 12:00 मा सकिन्छ — 8 मात्र बाँकी!,false_urgency:ne:14,synthetic_v1,0,1,0,0,1,0,0,0
Hurry! Offer on bluetooth speaker expires in 12 hours,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Hurry! Offer on bluetooth speaker expires in 12 hours,false_urgency:en:01,synthetic_v1,0,1,0,0,0,0,0,0
50% off expires in 04:30,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] 50% off expires in 04:30,false_urgency:en:15,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! फेस वास मा 30% छुट,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] आज मात्र! फेस वास मा 30% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
ल्यापटप ब्याग रहेको तपाईंको Lenskart कार्ट 7 मिनेट मा सकिन्छ,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] ल्यापटप ब्याग रहेको तपाईंको Lenskart कार्ट 7 मिनेट मा सकिन्छ,false_urgency:ne:20,synthetic_v1,0,1,0,0,0,0,0,0
काउन्टडाउन: 30 मिनेट मा मूल्य बढ्नेछ,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] काउन्टडाउन: 30 मिनेट मा मूल्य बढ्नेछ,false_urgency:ne:08,synthetic_v1,0,1,0,0,0,0,0,0
मूल्य 12:00 मा बढ्नेछ,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] मूल्य 12:00 मा बढ्नेछ,false_urgency:ne:04,synthetic_v1,0,1,0,0,0,0,0,0
OkDam मा ब्लुटुथ स्पिकर मा 50% छुट — 7 मिनेट बाँकी,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] OkDam मा ब्लुटुथ स्पिकर मा 50% छुट — 7 मिनेट बाँकी,false_urgency:ne:19,synthetic_v1,0,1,0,0,0,0,0,0
70% छुट 3 मिनेट मा सकिन्छ,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] 70% छुट 3 मिनेट मा सकिन्छ,false_urgency:ne:15,synthetic_v1,0,1,0,0,0,0,0,0
BigBasket sale on phone case ends in 12 hours,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] BigBasket sale on phone case ends in 12 hours,false_urgency:en:17,synthetic_v1,0,1,0,0,0,0,0,0
Only 6 hours remaining on this deal,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Only 6 hours remaining on this deal,false_urgency:en:11,synthetic_v1,0,1,0,0,0,0,0,0
आख़िरी मौका — ट्रेकिंग जैकेट पर 1 मिनट बाकी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] आख़िरी मौका — ट्रेकिंग जैकेट पर 1 मिनट बाकी,false_urgency:hi:05,synthetic_v1,0,1,0,0,0,0,0,0
FirstCry मा पावर ब्यांक मा 70% छुट — 30 मिनेट बाँकी,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] FirstCry मा पावर ब्यांक मा 70% छुट — 30 मिनेट बाँकी,false_urgency:ne:19,synthetic_v1,0,1,0,0,0,0,0,0
Tata Cliq मा इन्डक्सन चुल्हो को सेल 04:30 मा सकिन्छ,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] Tata Cliq मा इन्डक्सन चुल्हो को सेल 04:30 मा सकिन्छ,false_urgency:ne:17,synthetic_v1,0,1,0,0,0,0,0,0
Deal of the day ends in 24 hours,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Deal of the day ends in 24 hours,false_urgency:en:02,synthetic_v1,0,1,0,0,0,0,0,0
Meesho पर नॉइज़ कैंसलिंग हेडफोन की सेल 24 घंटे में खत्म,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] Meesho पर नॉइज़ कैंसलिंग हेडफोन की सेल 24 घंटे में खत्म,false_urgency:hi:17,synthetic_v1,0,1,0,0,0,0,0,0
"फ्ल्यास सेल 15 मिनेट मा सकिँदै, नगुमाउनुहोस्",false_urgency,false_urgency,ne,div,banner,"[TAG=div] [ROLE=banner] फ्ल्यास सेल 15 मिनेट मा सकिँदै, नगुमाउनुहोस्",false_urgency:ne:06,synthetic_v1,0,1,0,0,0,0,0,0
जल्दी करें! वायरलेस ईयरबड्स पर ऑफ़र 2 घंटे में समाप्त,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] जल्दी करें! वायरलेस ईयरबड्स पर ऑफ़र 2 घंटे में समाप्त,false_urgency:hi:01,synthetic_v1,0,1,0,0,0,0,0,0
Order in 5 minutes to get delivery in 3 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 5 minutes to get delivery in 3 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
यो मूल्य तपाईंका लागि 04:30 सम्म सुरक्षित,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] यो मूल्य तपाईंका लागि 04:30 सम्म सुरक्षित,false_urgency:ne:12,synthetic_v1,0,1,0,0,0,0,0,0
छिटो गर्नुहोस्! स्पोर्ट्स चप्पल को अफर 3 घण्टा मा सकिँदै,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] छिटो गर्नुहोस्! स्पोर्ट्स चप्पल को अफर 3 घण्टा मा सकिँदै,false_urgency:ne:01,synthetic_v1,0,1,0,0,0,0,0,0
FirstCry sale on coffee maker ends in 02:14,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] FirstCry sale on coffee maker ends in 02:14,false_urgency:en:17,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! राइस कुकर मा 20% छुट,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] आज मात्र! राइस कुकर मा 20% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
"फ्ल्यास सेल 00:59 मा सकिँदै, नगुमाउनुहोस्",false_urgency,false_urgency,ne,span,timer,"[TAG=span] [ROLE=timer] फ्ल्यास सेल 00:59 मा सकिँदै, नगुमाउनुहोस्",false_urgency:ne:06,synthetic_v1,0,1,0,0,0,0,0,0
Your BigBasket cart with backpack expires in 30 minutes,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Your BigBasket cart with backpack expires in 30 minutes,false_urgency:en:20,synthetic_v1,0,1,0,0,0,0,0,0
यह दर पाने के लिए 04:30 में बुक करें,false_urgency,false_urgency,hi,span,timer,[TAG=span] [ROLE=timer] यह दर पाने के लिए 04:30 में बुक करें,false_urgency:hi:09,synthetic_v1,0,1,0,0,0,0,0,0
Hurry! Offer on face wash expires in 5 minutes,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Hurry! Offer on face wash expires in 5 minutes,false_urgency:en:01,synthetic_v1,0,1,0,0,0,0,0,0
गेमिंग माउस पर रु. 199 की कीमत 1 घंटे तक ही,false_urgency,false_urgency,hi,span,timer,[TAG=span] [ROLE=timer] गेमिंग माउस पर रु. 199 की कीमत 1 घंटे तक ही,false_urgency:hi:21,synthetic_v1,0,1,0,0,0,0,0,0
30% छूट 10 मिनट में समाप्त,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] 30% छूट 10 मिनट में समाप्त,false_urgency:hi:15,synthetic_v1,0,1,0,0,0,0,0,0
Kinbech पर वायरलेस ईयरबड्स पर 20% छूट — 3 घंटे बाकी,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] Kinbech पर वायरलेस ईयरबड्स पर 20% छूट — 3 घंटे बाकी,false_urgency:hi:19,synthetic_v1,0,1,0,0,0,0,0,0
HamroBazar sale on electric kettle ends in 09:45,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] HamroBazar sale on electric kettle ends in 09:45,false_urgency:en:17,synthetic_v1,0,1,0,0,0,0,0,0
Last chance — 23:11 left on yoga mat,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Last chance — 23:11 left on yoga mat,false_urgency:en:05,synthetic_v1,0,1,0,0,0,0,0,0
Deal of the day ends in 02:14,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Deal of the day ends in 02:14,false_urgency:en:02,synthetic_v1,0,1,0,0,0,0,0,0
दमक डेलिभरीका लागि 24 घण्टा भित्र राइस कुकर अर्डर गर्नुहोस्,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] दमक डेलिभरीका लागि 24 घण्टा भित्र राइस कुकर अर्डर गर्नुहोस्,false_urgency:ne:18,synthetic_v1,0,1,0,0,0,0,0,0
नोइज क्यान्सलिङ हेडफोन रहेको तपाईंको BigBasket कार्ट 09:45 मा सकिन्छ,false_urgency,false_urgency,ne,p,promo,[TAG=p] [ROLE=promo] नोइज क्यान्सलिङ हेडफोन रहेको तपाईंको BigBasket कार्ट 09:45 मा सकिन्छ,false_urgency:ne:20,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! ट्रेकिङ ज्याकेट मा 60% छुट,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] आज मात्र! ट्रेकिङ ज्याकेट मा 60% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
Daraz मा अफिस कुर्सी मा 35% छुट — 2 घण्टा बाँकी,false_urgency,false_urgency,ne,span,timer,[TAG=span] [ROLE=timer] Daraz मा अफिस कुर्सी मा 35% छुट — 2 घण्टा बाँकी,false_urgency:ne:19,synthetic_v1,0,1,0,0,0,0,0,0
Order in 02:14 to get delivery in 10 days,false_urgency,false_urgency,en,span,timer,[TAG=span] [ROLE=timer] Order in 02:14 to get delivery in 10 days,false_urgency:en:16,synthetic_v1,0,1,0,0,0,0,0,0
Your Croma cart with power bank expires in 12 hours,false_urgency,false_urgency,en,p,promo,[TAG=p] [ROLE=promo] Your Croma cart with power bank expires in 12 hours,false_urgency:en:20,synthetic_v1,0,1,0,0,0,0,0,0
Ajio पर राइस कुकर पर 25% छूट — 02:14 बाकी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] Ajio पर राइस कुकर पर 25% छूट — 02:14 बाकी,false_urgency:hi:19,synthetic_v1,0,1,0,0,0,0,0,0
आख़िरी मौका — इंडक्शन चूल्हा पर 12:00 बाकी,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] आख़िरी मौका — इंडक्शन चूल्हा पर 12:00 बाकी,false_urgency:hi:05,synthetic_v1,0,1,0,0,0,0,0,0
दाम 02:14 में बढ़ जाएंगे,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] दाम 02:14 में बढ़ जाएंगे,false_urgency:hi:04,synthetic_v1,0,1,0,0,0,0,0,0
जल्दी करें! फोन कवर पर ऑफ़र 48 घंटे में समाप्त,false_urgency,false_urgency,hi,span,timer,[TAG=span] [ROLE=timer] जल्दी करें! फोन कवर पर ऑफ़र 48 घंटे में समाप्त,false_urgency:hi:01,synthetic_v1,0,1,0,0,0,0,0,0
आज मात्र! पावर ब्यांक मा 50% छुट,false_urgency,false_urgency,ne,div,banner,[TAG=div] [ROLE=banner] आज मात्र! पावर ब्यांक मा 50% छुट,false_urgency:ne:10,synthetic_v1,0,1,0,0,0,0,0,0
Kinbech पर योगा मैट पर 50% छूट — 6 घंटे बाकी,false_urgency,false_urgency,hi,div,banner,[TAG=div] [ROLE=banner] Kinbech पर योगा मैट पर 50% छूट — 6 घंटे बाकी,false_urgency:hi:19,synthetic_v1,0,1,0,0,0,0,0,0
Flipkart पर सर्दी का कंबल की सेल 15 मिनट में खत्म,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] Flipkart पर सर्दी का कंबल की सेल 15 मिनट में खत्म,false_urgency:hi:17,synthetic_v1,0,1,0,0,0,0,0,0
Only 12 hours remaining on this deal,false_urgency,false_urgency,en,div,banner,[TAG=div] [ROLE=banner] Only 12 hours remaining on this deal,false_urgency:en:11,synthetic_v1,0,1,0,0,0,0,0,0
जल्दी करें! रनिंग शूज़ पर ऑफ़र 14:59 में समाप्त,false_urgency,false_urgency,hi,p,promo,[TAG=p] [ROLE=promo] जल्दी करें! रनिंग शूज़ पर ऑफ़र 14:59 में समाप्त,false_urgency:hi:01,synthetic_v1,0,1,0,0,0,0,0,0
